quadrant,tag,stemID,treeID,IDSpp,sprout,recruited,x,y,dbh,condition,crown_position,shape,damage,observation,ExactDate,censusID
R05,1014,R05_1014,R05_1014,TEST,,Prior,500,360,-999,A,-999,-999,,No encontrado,2/8/2024,2024
R05,1015,R05_1015,R05_1015,CRHO,,Prior,430,460,5.8,V,IN,I,,,2/8/2024,2024
R05,1016,R05_1016,R05_1016,TEST,,Prior,310,410,-999,A,-999,-999,,No encontrado,2/8/2024,2024
R05,1017,R05_1017,R05_1017,TEST,,Prior,340,390,7.9,V,IN,I,,,2/8/2024,2024
R05,1018,R05_1018,R05_1018,TEST,,Prior,334,480,8.8,V,DO,I,,,2/8/2024,2024
R05,1019,R05_1019,R05_1019,TEST,,Prior,350,490,14.4,V,BD,r,,con liana,2/8/2024,2024
R05,1020,R05_1020,R05_1020,TEST,,Prior,290,380,-999,A,-999,-999,,chapa en el suelo,2/8/2024,2024
R05,1021,R05_1021,R05_1021,TEST,,Prior,230,260,9.5,V,IN,,,,2/8/2024,2024
R05,1022,R05_1022,R05_1022,TEST,,Prior,228,210,10.7,V,CD,,,,2/8/2024,2024
R06,1117,R06_1117,R06_1117,TEST,,Prior,60,120,12.4,V,CD,I,,,2/8/2024,2024
R06,1119,R06_1119,R06_1119,TEST,,Prior,100,80,7.2,V,CD,,,,2/8/2024,2024
R06,1120,R06_1120,R06_1120,TEST,,Prior,140,170,7.1,V,IN,,,con liana,2/8/2024,2024
R06,1121,R06_1121,R06_1121,TEST,,Prior,330,140,6.5,V,IN,I,,,2/8/2024,2024
R06,1122,R06_1122,R06_1122,TEST,,Prior,300,180,7.9,V,IN,I,,,2/8/2024,2024
R06,1123,R06_1123,R06_1123,TEST,,Prior,340,180,7.5,V,IN,A,,,2/8/2024,2024
R06,1124,R06_1124,R06_1124,TEST,,Prior,250,160,17.1,V,CD,I,,es TS,2/8/2024,2024
R06,1125,R06_1125,R06_1125,TEST,,Prior,220,220,16.1,V,IN,I,,dap sin musgo,2/8/2024,2024
R06,1126,R06_1126,R06_1126,TEST,,Prior,0,320,9.1,V,CD,Z,,,2/8/2024,2024
R06,1127,R06_1127,R06_1129,TEST,R1,Prior,0,190,7.3,V,CD,Z,,r1,2/8/2024,2024
R06,1128,R06_1128,R06_1129,TEST,R1,Prior,10,180,8,V,CD,Z,,r1,2/8/2024,2024
R06,1129,R06_1129,R06_1129,TEST,R1,Prior,20,210,12.5,V,CD,Z,,r1,2/8/2024,2024
R07,347,R07_347,R07_347,TEST,,Prior,398,232,13.9,V,BD,r,,horizontal,2/8/2024,2024
R07,348,R07_348,R07_348,TEST,,Prior,490,252,7.3,V,IN,T,,,2/8/2024,2024
R07,349,R07_349,R07_349,TEST,,Prior,319,150,6.8,V,BD,A,,,2/8/2024,2024
R07,350,R07_350,R07_350,TEST,,Prior,390,126,5.3,V,BD,r,,horizontal,2/8/2024,2024
R07,351,R07_351,R07_351,TEST,,Prior,250,270,9.2,V,BD,r,,horizontal,2/8/2024,2024
R07,352,R07_352,R07_352,TEST,,Prior,187,133,8,V,IN,I,,,2/8/2024,2024
R07,354,R07_354,R07_354,TEST,,Prior,8,56,8.7,V,IN,r,,,2/8/2024,2024
R07,355,R07_355,R07_357,TEST,R1,Prior,60,80,7.9,V,IN,Z,,r1,2/8/2024,2024
R07,356,R07_356,R07_357,TEST,R1,Prior,49,88,8.2,V,CD,Z,,r1,2/8/2024,2024
R07,357,R07_357,R07_357,TEST,R1,Prior,56.5,97.5,9.4,V,IN,Z,,r1,2/8/2024,2024
R07,358,R07_358,R07_358,TEST,,Prior,10,164,8.5,V,CD,Z,,,2/8/2024,2024
R07,359,R07_359,R07_359,TEST,R2,Prior,18,170,9.2,V,CD,Z,,con liana,2/8/2024,2024
R07,362,R07_362,R07_362,TEST,,Prior,178,237,9.5,V,IN,,,,2/8/2024,2024
R07,363,R07_363,R07_363,SACO,,Prior,255,255,7.4,V,IN,I,,,2/8/2024,2024
R08,330,R08_330,R08_330,PONU,,Prior,335,406,63.5,V,EM,,,,2/8/2024,2024
R08,494,R08_494,R08_494,TEST,,Prior,136,347,7.2,V,BD,r,,horizontal,2/8/2024,2024
R08,495,R08_495,R08_495,TEST,,Prior,59,380,6.8,V,IN,,,,2/8/2024,2024
R08,496,R08_496,R08_496,TEST,R1,Prior,97,310.5,8.7,V,BD,Z,,r1,2/8/2024,2024
R08,497,R08_497,R08_496,TEST,R1,Prior,87,310.5,7.5,V,BD,Z,,r1 con liana,2/8/2024,2024
R08,498,R08_498,R08_498,PONU,,Prior,388,138,40.3,V,EM,,,,2/8/2024,2024
R08,499,R08_499,R08_499,TEST,,Prior,426,120,28.8,V,CD,I,,y=120,2/8/2024,2024
R08,500,R08_500,R08_500,TEST,R2,Prior,414.5,150.5,27.9,V,CD,Z,,r1 con 2984,2/8/2024,2024
R09,215,R09_215,R09_215,TEST,,Prior,50,200,12.2,V,CD,b,,dos troncos muy pegados dap a 10 cm desde el mismo tronco,2/8/2024,2024
R09,217,R09_217,R09_217,TEST,,Prior,110,400,7.2,V,CD,,,rebrote,2/8/2024,2024
R09,218,R09_218,R09_218,TEST,,Prior,410,300,5.9,V,IN,I,Dq,dq con rebrotes,2/8/2024,2024
R10,842,R10_842,R10_842,-999,,Prior,275,285,-999,A,-999,-999,,No encontrado,2/8/2024,2024
R10,843,R10_843,R10_843,-999,,Prior,220,285,-999,A,-999,-999,,No encontrado,2/8/2024,2024
R10,845,R10_845,R10_845,TEST,,Prior,175,30,8.4,V,CD,,,,2/8/2024,2024
R10,846,R10_846,R10_846,TEST,,Prior,263,87,8.1,V,CD,,,con liana,2/8/2024,2024
R10,847,R10_847,R10_847,-999,,Prior,104,177,-999,A,-999,-999,,No encontrado,2/8/2024,2024
R10,848,R10_848,R10_848,TEST,,Prior,0,356,18,Mo,BD,r,,ch NE,2/8/2024,2024
R10,849,R10_849,R10_849,PONU,,Prior,38,354,17.5,V,CD,,,dap lineal,2/8/2024,2024
R11,772,R11_772,R11_772,AMME,,Prior,20,220,6.9,V,IN,,,,2/8/2024,2024
R11,774,R11_774,R11_774,AMME,,Prior,90,330,-999,A,-999,-999,De,no encontrado,2/8/2024,2024
R11,775,R11_775,R11_775,AMME,,Prior,250,210,-999,A,-999,-999,De,no encontrado,2/8/2024,2024
R11,776,R11_776,R11_776,-999,,Prior,260,230,45,M,-999,r,Dq,dq a 3 mts,2/8/2024,2024
R12,132,R12_132,R12_132,NONI,R1,Prior,424,6,9.7,M,-999,,,dap lineal,2/8/2024,2024
R12,184,R12_184,R12_132,NONI,R1,Prior,332,98,-999,M,-999,,C,log,2/8/2024,2024
R12,801,R12_801,R12_801,NONI,,Prior,241,115,-999,M,-999,,C,log,2/8/2024,2024
R12,802,R12_802,R12_802,SACO,,Prior,201,152.5,8.9,V,IN,,,,2/8/2024,2024
R12,803,R12_803,R12_803,SACO,,Prior,226,47,5.2,V,BD,I,Dq,apice quebrado,2/8/2024,2024
R12,804,R12_804,R12_132,NONI,R1,Prior,95,86,-999,M,-999,,,,2/8/2024,2024
R12,805,R12_805,R12_805,TEST,,Prior,165,406.5,-999,A,-999,-999,De,posible log,2/8/2024,2024
R12,806,R12_806,R12_806,TEST,,Prior,180,406.5,6.8,V,IN,I,De,bajo tronco,2/8/2024,2024
R12,807,R12_807,R12_807,SACO,,Prior,455,490,89.5,V,EM,,,con musgo,2/8/2024,2024
R12,808,R12_808,R12_808,CAPA,,Prior,500,76,8,Mo,IN,,,con rebrote,2/8/2024,2024
R12,809,R12_809,R12_809,-999,,Prior,471,112,-999,M,-999,,,,2/8/2024,2024
R12,810,R12_810,R12_810,TEST,,Prior,370,470,22.3,V,IN,,,y=470,2/8/2024,2024
R12,811,R12_811,R12_811,CAPA,,Prior,301,351,20.6,M,-999,,Dq,dq a los 2  MTS,2/8/2024,2024
R12,812,R12_812,R12_812,-999,,Prior,310,453.5,-999,M,-999,,,,2/8/2024,2024
R12,813,R12_813,R12_813,CAPA,,Prior,331,459,8.6,M,BD,,C,caido,2/8/2024,2024
R12,814,R12_814,R12_814,-999,,Prior,360,252,-999,M,-999,,,,2/8/2024,2024
R13,920,R13_920,R13_921,GEAV,R1,Prior,395,335,6.5,Mo,BD,A,,r1,2/8/2024,2024
R13,921,R13_921,R13_921,GEAV,R1,Prior,405,357,8.2,V,CD,,,r1,2/8/2024,2024
R13,923,R13_923,R13_923,GEAV,,Prior,440,410,5.5,M,-999,,C,log,2/8/2024,2024
R13,924,R13_924,R13_924,TEST,,Prior,150,420,11.4,V,IN,I,,,2/8/2024,2024
R13,925,R13_925,R13_925,TEST,,Prior,120,500,10.3,V,IN,I,,,2/8/2024,2024
R13,926,R13_926,R13_926,TEST,,Prior,120,375,6.4,V,IN,I,,ch mirando hacia abajo,2/8/2024,2024
R13,927,R13_927,R13_927,CAPA,,Prior,20,385,6.2,V,IN,I,,ch mirando hacia abajo,2/8/2024,2024
R13,928,R13_928,R13_928,TEST,,Prior,160,270,6.1,V,BD,r,,con rebrote,2/8/2024,2024
R13,930,R13_930,R13_930,TEST,,Prior,80,141,5.7,V,BD,I,,ch por debajo,2/8/2024,2024
R13,931,R13_931,R13_931,TEST,,Prior,85,141,13.3,V,IN,I,,ch por debajo,2/8/2024,2024
R13,932,R13_932,R13_932,DRWI,,Prior,87,53,6,M,-999,,Dq,quebrado,2/8/2024,2024
R14,531,R14_531,R14_531,TEST,,Prior,380,50,12.1,V,CD,I,,,2/8/2024,2024
R14,532,R14_532,R14_532,TEST,,Prior,310,130,24.4,V,IN,I,,24.4 con liana,2/8/2024,2024
R14,534,R14_534,R14_534,TEST,,Prior,196,80,9.8,V,BD,r,,,2/8/2024,2024
R14,535,R14_535,R14_535,TEST,,Prior,5,108,6.7,V,CD,,,,2/8/2024,2024
R14,536,R14_536,R14_536,TEST,R1,Prior,80,144,7.3,V,CD,,,r1 con 2977,2/8/2024,2024
R14,537,R14_537,R14_537,TEST,,Prior,95,176,11,V,IN,I,,horizontal,2/8/2024,2024
R14,538,R14_538,R14_538,TEST,,Prior,150,216,6.7,V,CD,,,,2/8/2024,2024
R14,539,R14_539,R14_539,TEST,,Prior,189,374,34.5,V,DO,I,,,2/8/2024,2024
R15,575,R15_575,R15_575,TEST,,Prior,261,43,6.2,M,BD,r,,,2/8/2024,2024
R15,576,R15_576,R15_576,TEST,,Prior,442,13,6.2,V,CD,,,,2/8/2024,2024
R15,577,R15_577,R15_577,CAPA,,Prior,480,93,7.5,V,CD,Z,,dap bajo chapa,2/8/2024,2024
R15,578,R15_578,R15_578,-999,,Prior,440,148,8.4,Mo,BD,,,con rebrote,2/8/2024,2024
R15,579,R15_579,R15_579,GEAV,,Prior,443,326,9,V,DO,,,es GA,2/8/2024,2024
R15,580,R15_580,R15_580,TEST,,Prior,414,372,7.8,V,IN,T,,,2/8/2024,2024
R15,581,R15_581,R15_581,TEST,R1,Prior,364,363,32.1,V,IN,I,,con musgo y liana,2/8/2024,2024
R15,582,R15_582,R15_581,TEST,R1,Prior,330,310,18.2,V,DO,Z,,,2/8/2024,2024
R15,583,R15_583,R15_583,-999,,Prior,131,483,-999,A,-999,-999,,No encontrado,2/8/2024,2024
R16,182,R16_182,R16_182,SACO,,Prior,85,170,35.4,V,EM,I,,,2/8/2024,2024
R16,183,R16_183,R16_183,CAPA,,Prior,180,500,5.5,V,BD,,,y=500 x=180,2/8/2024,2024
R16,184,R16_184,R16_184,CAPA,,Prior,290,420,10,Mo,IN,Z,,con lianas pequeñas,2/8/2024,2024
R16,185,R16_185,R16_185,CAPA,,Prior,300,380,6.3,V,CD,,,,2/8/2024,2024
R16,186,R16_186,R16_186,CAPA,,Prior,390,500,6.6,V,CD,,,,2/8/2024,2024
R16,187,R16_187,R16_187,SACO,,Prior,405,295,44.2,V,EM,Z,,,2/8/2024,2024
R16,189,R16_189,R16_189,CAPA,,Prior,340,253,8.9,V,IN,I,,,2/8/2024,2024
R16,190,R16_190,R16_190,CAPA,,Prior,317,227,6.5,V,IN,I,,,2/8/2024,2024
R16,191,R16_191,R16_191,CAPA,,Prior,340,210,9.7,V,IN,I,,,2/8/2024,2024
R16,193,R16_193,R16_193,-999,,Prior,274,50,9.1,M,-999,,Dq,dq a 1.8 m,2/8/2024,2024
R16,194,R16_194,R16_194,SACO,,Prior,260,72,6.5,V,IN,I,,,2/8/2024,2024
R16,195,R16_195,R16_195,CAPA,,Prior,270,100,6,V,BD,A,,,2/8/2024,2024
R16,196,R16_196,R16_196,TEST,,Prior,139,0,8.2,Mo,IN,r,,con rebrote,2/8/2024,2024
R17,133,R17_133,R17_133,CAPA,,Prior,345,0,5.5,V,IN,,,,2/8/2024,2024
R17,135,R17_135,R17_135,DRWI,,Prior,160,274,14.1,V,DO,,,,2/8/2024,2024
R17,136,R17_136,R17_136,GEAV,,Prior,383,366,11.2,V,CD,,,,2/8/2024,2024
R17,138,R17_138,R17_138,PONU,,Prior,230,365,18,V,CD,I,,con rebrote,2/8/2024,2024
R17,139,R17_139,R17_140,CAPA,R1,Prior,235,490,-999,A,-999,-999,De,posible log,2/8/2024,2024
R17,140,R17_140,R17_140,CAPA,R1,Prior,288,480,13,M,-999,,Dq,dq,2/8/2024,2024
R17,141,R17_141,R17_140,CAPA,R1,Prior,257,480,6,M,-999,,Dq,dq,2/8/2024,2024
R17,142,R17_142,R17_140,CAPA,R1,Prior,301,480,6.7,M,-999,,Dq,dq,2/8/2024,2024
R18,107,R18_107,R18_107,CAPA,,Prior,316,48,12.8,M,-999,,Dq,dq,2/8/2024,2024
R18,166,R18_166,R18_166,DRWI,,Prior,182,500,11.1,V,CD,I,,es DW,2/8/2024,2024
R18,167,R18_167,R18_167,CAPA,,Prior,137,30,8.5,M,-999,I,Dq,dq,2/8/2024,2024
R18,168,R18_168,R18_168,DRWI,,Prior,379,471,5,M,-999,I,Dq,dq,2/8/2024,2024
R18,169,R18_169,R18_169,DRWI,,Prior,366,463,7.9,V,IN,I,,,2/8/2024,2024
R18,170,R18_170,R18_170,CAPA,,Prior,500,93,-999,A,-999,-999,,No encontrado,2/8/2024,2024
R18,171,R18_171,R18_171,CAPA,,Prior,308,18,7.4,M,-999,,Dq,dq,2/8/2024,2024
R18,172,R18_172,R18_172,CAPA,,Prior,300,57,24,M,-999,,Dq,dq,2/8/2024,2024
R18,174,R18_174,R18_174,DRWI,,Prior,490,84,6.9,V,IN,I,,,2/8/2024,2024
R18,175,R18_175,R18_175,DRWI,,Prior,15,283,13,V,IN,,,,2/8/2024,2024
R18,176,R18_176,R18_176,DRWI,,Prior,0,356,6.8,V,CD,I,H,con hongos,2/8/2024,2024
R18,178,R18_178,R18_178,DRWI,,Prior,42,417,8.7,M,-999,,C,log,2/8/2024,2024
R18,179,R18_179,R18_179,CAPA,,Prior,10,472,5.1,M,-999,,C,log,2/8/2024,2024
R18,451,R18_451,R18_451,DRWI,,Prior,390,462,7,Mo,BD,r,,,2/8/2024,2024
R19,159,R19_159,R19_159,DRWI,,Prior,118,187,17.8,V,DO,,,,2/8/2024,2024
R19,160,R19_160,R19_160,TEST,,Prior,240,330,8.7,V,IN,I,,,2/8/2024,2024
R19,161,R19_161,R19_161,TEST,,Prior,140,303,6.8,V,CD,Z,,,2/8/2024,2024
R19,162,R19_162,R19_162,CAPA,,Prior,50,150,5.2,M,-999,,Dq,dq,2/8/2024,2024
R19,164,R19_164,R19_164,-999,,Prior,120,210,-999,A,-999,-999,,no encontrado,2/8/2024,2024
R19,165,R19_165,R19_165,NONI,,Prior,240,150,87,V,DO,,,dap lineal,2/8/2024,2024
R19,187,R19_187,R19_187,CAPA,,Prior,130,55,-999,A,-999,-999,,posible 167,2/8/2024,2024
R20,123,R20_123,R20_123,CAPA,,Prior,76,378,5.7,Mo,BD,I,,con rebrotes,2/8/2024,2024
R20,132,R20_132,R20_132,CAPA,,Prior,315,468,9.9,Mo,BD,r,,es CP,2/8/2024,2024
R20,192,R20_192,R20_192,CAPA,,Prior,388,130,5.2,Mo,BD,I,,,2/8/2024,2024
R20,193,R20_193,R20_193,-999,,Prior,368,125,6.8,M,-999,,C,log,2/8/2024,2024
R20,194,R20_194,R20_194,CAPA,,Prior,184,115,6.4,M,-999,,Dq,DQ,2/8/2024,2024
R20,196,R20_196,R20_196,CAPA,,Prior,172,261,5.7,V,BD,Z,,,2/8/2024,2024
R20,197,R20_197,R20_197,CAPA,,Prior,143,299,11.5,V,CD,I,,,2/8/2024,2024
R20,198,R20_198,R20_198,CAPA,,Prior,122,246,6.2,V,IN,I,,,2/8/2024,2024
R20,199,R20_199,R20_199,-999,,Prior,49.5,163,-999,A,-999,-999,,no encontrado,2/8/2024,2024
R20,200,R20_200,R20_200,-999,,Prior,115,205,-999,A,-999,-999,,no encontrado,2/8/2024,2024
R20,2361,R20_2361,R20_2361,CRHO,,Prior,468,53,11.2,V,IN,A,,chapa cambió a 2361,2/8/2024,2024
S02,1574,S02_1574,S02_1574,TEST,,Prior,140,280,6.5,M,-999,,Sh,sin hojas,2/8/2024,2024
S02,1575,S02_1575,S02_1575,TEST,,Prior,60,280,8.5,V,BD,A,,,2/8/2024,2024
S02,1576,S02_1576,S02_1576,TEST,,Prior,40,280,12,V,BD,Z,,,2/8/2024,2024
S02,1577,S02_1577,S02_1577,TEST,,Prior,250,450,7.6,V,BD,,,,2/8/2024,2024
S02,1578,S02_1578,S02_1578,TEST,,Prior,240,410,18.9,V,CD,,,,2/8/2024,2024
S02,1580,S02_1580,S02_1580,TEST,,Prior,370,380,7.5,V,IN,,,,2/8/2024,2024
S02,1581,S02_1581,S02_1581,TEST,,Prior,410,350,16.4,V,CD,,,,2/8/2024,2024
S02,1582,S02_1582,S02_1582,TEST,,Prior,260,310,11.9,V,BD,A,,con lianas,2/8/2024,2024
S02,1583,S02_1583,S02_1583,TEST,,Prior,380,470,7.5,V,IN,I,,,2/8/2024,2024
S02,1584,S02_1584,S02_1584,TEST,,Prior,240,330,7.2,V,BD,r,,horizontal,2/8/2024,2024
S02,282,S02_282,S02_282,TEST,,Prior,200,44,25.4,V,CD,I,,,2/8/2024,2024
S02,284,S02_284,S02_284,TEST,,Prior,330,122,10.4,M,-999,I,,,2/8/2024,2024
S02,285,S02_285,S02_285,TEST,,Prior,350,82,18.8,V,IN,I,,,2/8/2024,2024
S02,286,S02_286,S02_286,NONI,,Prior,490,65,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S02,287,S02_287,S02_287,TEST,,Prior,180,124,10.7,V,BD,I,,,2/8/2024,2024
S02,288,S02_288,S02_288,TEST,,Prior,400,64,18.1,V,BD,I,,,2/8/2024,2024
S02,289,S02_289,S02_289,TEST,,Prior,350,173,13.8,V,IN,I,,,2/8/2024,2024
S03,1349,S03_1349,S03_1349,TEST,,Prior,390,120,20.8,V,IN,I,,,2/8/2024,2024
S03,1350,S03_1350,S03_1350,TEST,,Prior,375,140,20.8,V,DO,,,,2/8/2024,2024
S03,1351,S03_1351,S03_1351,NONI,,Prior,240,320,54.9,V,EM,,,,2/8/2024,2024
S03,1352,S03_1352,S03_1352,TEST,,Prior,350,240,16.1,V,CD,Z,,,2/8/2024,2024
S03,1353,S03_1353,S03_1353,DRWI,,Prior,340,280,51.5,V,EM,,,,2/8/2024,2024
S03,1354,S03_1354,S03_1354,TEST,,Prior,500,106,17.8,V,BD,Z,,,2/8/2024,2024
S04,1355,S04_1355,S04_1355,TEST,,Prior,470,370,10.5,V,CD,,,,2/8/2024,2024
S04,1356,S04_1356,S04_1356,TEST,,Prior,460,390,11,V,CD,,,,2/8/2024,2024
S04,1357,S04_1357,S04_1357,TEST,,Prior,460,450,9.5,V,CD,,,,2/8/2024,2024
S04,1358,S04_1358,S04_1358,TEST,,Prior,420,500,9.3,V,CD,,,,2/8/2024,2024
S04,1359,S04_1359,S04_1359,TEST,,Prior,470,470,9,V,CD,,,,2/8/2024,2024
S04,1395,S04_1395,S04_1395,TEST,,Prior,20,90,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S04,1396,S04_1396,S04_1396,TEST,,Prior,30,301,16,V,CD,Z,,,2/8/2024,2024
S04,1397,S04_1397,S04_1397,TEST,,Prior,64,312,10,V,CD,Z,,,2/8/2024,2024
S04,1398,S04_1398,S04_1398,TEST,,Prior,113,254,10.2,M,-999,,Dq,dq,2/8/2024,2024
S04,1399,S04_1399,S04_1399,TEST,,Prior,115,244,12.6,V,CD,Z,,,2/8/2024,2024
S04,1400,S04_1400,S04_1400,TEST,,Prior,120,226,17,V,CD,Z,,,2/8/2024,2024
S04,1591,S04_1591,S04_1591,TEST,,Prior,330,460,7,V,IN,I,,,2/8/2024,2024
S04,1592,S04_1592,S04_1592,TEST,,Prior,230,370,14,V,CD,Z,,,2/8/2024,2024
S04,1593,S04_1593,S04_1593,TEST,,Prior,200,130,9.6,V,CD,I,,,2/8/2024,2024
S04,1594,S04_1594,S04_1594,TEST,,Prior,200,300,15.2,V,IN,I,,placa mira al 55,2/8/2024,2024
S04,480,S04_480,S04_480,TEST,,Prior,380,20,9.8,V,BD,Z,,,2/8/2024,2024
S04,481,S04_481,S04_481,TEST,,Prior,300,29,7.9,V,BD,Z,,,2/8/2024,2024
S04,482,S04_482,S04_482,TEST,,Prior,280,82,9.9,V,IN,Z,,,2/8/2024,2024
S05,1158,S05_1158,S05_1158,TEST,,Prior,300,180,6.5,V,IN,I,,,2/8/2024,2024
S05,1159,S05_1159,S05_1159,TEST,,Prior,310,150,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S05,1160,S05_1160,S05_1160,TEST,,Prior,50,250,9.7,V,CD,,,,2/8/2024,2024
S05,1161,S05_1161,S05_1161,TEST,,Prior,40,290,7.5,V,IN,Z,,,2/8/2024,2024
S05,1162,S05_1162,S05_1162,TEST,,Prior,0,430,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S05,1163,S05_1163,S05_1163,TEST,,Prior,50,130,7.5,V,CD,Z,,,2/8/2024,2024
S05,1164,S05_1164,S05_1164,TEST,,Prior,0,130,9.7,V,IN,,,,2/8/2024,2024
S06,1130,S06_1130,S06_1130,CRHO,,Prior,50,450,5.5,V,BD,I,Sh,pocas hojas,2/8/2024,2024
S06,1131,S06_1131,S06_1131,TEST,,Prior,100,430,8,M,-999,,,,2/8/2024,2024
S06,1133,S06_1133,S06_1133,TEST,,Prior,110,400,5.2,M,BD,,,,2/8/2024,2024
S06,1134,S06_1134,S06_1134,CRHO,,Prior,130,80,7.2,M,-999,r,,,2/8/2024,2024
S06,1135,S06_1135,S06_1135,TEST,,Prior,200,470,15,M,-999,I,,,2/8/2024,2024
S06,1136,S06_1136,S06_1136,TEST,,Prior,170,420,14.8,M,-999,,,,2/8/2024,2024
S06,1137,S06_1137,S06_1137,TEST,,Prior,210,300,9.9,V,IN,I,,,2/8/2024,2024
S06,1138,S06_1138,S06_1138,TEST,,Prior,150,220,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S06,1139,S06_1139,S06_1139,TEST,,Prior,140,210,11,M,-999,,,,2/8/2024,2024
S06,1140,S06_1140,S06_1140,TEST,,Prior,170,340,6.8,V,IN,Z,,,2/8/2024,2024
S06,1141,S06_1141,S06_1141,CRHO,,Prior,70,200,6,M,-999,,,,2/8/2024,2024
S06,1142,S06_1142,S06_1142,CRHO,,Prior,50,110,6.8,V,IN,,,,2/8/2024,2024
S06,1143,S06_1143,S06_1143,CRHO,,Prior,43,100,6.6,V,BD,,,,2/8/2024,2024
S06,1144,S06_1144,S06_1144,CRHO,,Prior,200,120,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S06,1145,S06_1145,S06_1145,CRHO,,Prior,500,450,12.7,V,CD,I,,,2/8/2024,2024
S07,238,S07_238,S07_238,TEST,,Prior,420,370,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S07,240,S07_240,S07_240,TEST,,Prior,405,120,-999,M,-999,,Dq,quebrado,2/8/2024,2024
S07,241,S07_241,S07_241,NONI,,Prior,210,230,54,M,-999,,Dq,dq,2/8/2024,2024
S07,242,S07_242,S07_242,CRHO,,Prior,90,390,6,M,-999,,,,2/8/2024,2024
S07,2964,S07_2964,S07_2964,TEST,,Prior,430,140,6.4,V,BD,I,,2964,2/8/2024,2024
S08,332,S08_332,S08_332,TEST,,Prior,462,39,10,M,-999,,,,2/8/2024,2024
S08,333,S08_333,S08_333,CAPA,,Prior,464,150,17.9,V,EM,,,,2/8/2024,2024
S08,334,S08_334,S08_334,TEST,,Prior,500,180,5.5,M,-999,r,,,2/8/2024,2024
S08,335,S08_335,S08_335,TEST,,Prior,500,207,10.5,V,IN,,,,2/8/2024,2024
S08,336,S08_336,S08_336,TEST,,Prior,150,428,23.7,V,BD,r,,,2/8/2024,2024
S09,219,S09_219,S09_219,AMME,,Prior,220,210,7.4,V,CD,I,,,2/8/2024,2024
S09,221,S09_221,S09_221,TEST,,Prior,260,350,14.5,V,CD,,,,2/8/2024,2024
S09,224,S09_224,S09_224,TEST,,Prior,270,460,19.5,M,-999,I,Dq,dq,2/8/2024,2024
S09,225,S09_225,S09_225,TEST,,Prior,420,380,22.5,V,DO,Z,,,2/8/2024,2024
S09,226,S09_226,S09_226,TEST,,Prior,350,320,20.1,V,BD,I,,,2/8/2024,2024
S09,2950,S09_2950,S09_2950,TEST,,Prior,210,390,21,V,IN,I,,cambió a 2950,2/8/2024,2024
S09,2951,S09_2951,S09_2951,TEST,,Prior,330,345,75.9,V,DO,A,,cambio a 2951,2/8/2024,2024
S10,836,S10_836,S10_836,TEST,,Prior,500,410,8,V,BD,A,Sh,pocas hojas,2/8/2024,2024
S10,837,S10_837,S10_837,TEST,,Prior,428,188,33,V,CD,r,,horizontal,2/8/2024,2024
S10,838,S10_838,S10_838,TEST,,Prior,360,24,9.7,V,BD,I,,,2/8/2024,2024
S10,839,S10_839,S10_839,TEST,,Prior,320,183,19,V,IN,r,,,2/8/2024,2024
S10,840,S10_840,S10_840,TEST,,Prior,320,366,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S11,2971,S11_2971,S11_2971,TEST,,Prior,270,120,9.2,V,CD,I,,cambió a 2971,2/8/2024,2024
S11,777,S11_777,S11_777,CAPA,,Prior,310,160,10.5,V,DO,,,,2/8/2024,2024
S11,778,S11_778,S11_778,CAPA,,Prior,240,250,7.2,M,-999,,,,2/8/2024,2024
S11,779,S11_779,S11_779,CAPA,,Prior,230,255,7.3,V,CD,,,,2/8/2024,2024
S11,781,S11_781,S11_781,DRWI,,Prior,500,430,8.3,V,DO,,,,2/8/2024,2024
S12,122,S12_122,S12_122,CAPA,,Prior,220,56,8,E,CD,,,,2/8/2024,2024
S12,518,S12_518,S12_518,DRWI,R1,Prior,474,190,9.7,V,DO,,,,2/8/2024,2024
S12,519,S12_519,S12_518,DRWI,R1,Prior,474,200,9.6,V,DO,,,,2/8/2024,2024
S12,520,S12_520,S12_520,DRWI,,Prior,341.5,242,-999,M,BD,,C,caído,2/8/2024,2024
S12,600,S12_600,S12_600,-999,,Prior,210,393,-999,M,BD,,C,caído,2/8/2024,2024
S13,914,S13_914,S13_914,-999,,Prior,462,0,-999,M,-999,,,"se encontró placa ""439"" en el suelo de esta parcela",2/8/2024,2024
S13,915,S13_915,S13_915,TEST,,Prior,225,135,35.2,V,CD,I,,,2/8/2024,2024
S13,916,S13_916,S13_916,-999,,Prior,180,165,11,M,-999,,,,2/8/2024,2024
S13,917,S13_917,S13_917,TEST,,Prior,140,240,10.6,V,DO,Z,,,2/8/2024,2024
S13,918,S13_918,S13_918,-999,,Prior,251,108,54,M,-999,,,,2/8/2024,2024
S13,919,S13_919,S13_919,TEST,,Prior,65,170,-999,A,-999,-999,,No encontrado,2/8/2024,2024
S14,519,S14_519,S14_519,CAPA,,Prior,440,290,5.3,E,BD,,,,2/8/2024,2024
