quadrant,tag,stemID,treeID,IDSpp,sprout,recruited,x,y,dbh,condition,crown_position,shape,damage,observation,ExactDate,censusID
N12,553,N12_553,N12_553,CRHO,,Prior,236,91,8.2,V,IN,,,,2/6/2024,2024
N12,554,N12_554,N12_554,CRHO,,Prior,386,68.5,7.2,V,BD,r,,horizontal,2/6/2024,2024
N12,555,N12_555,N12_555,CRHO,R2,Prior,477,54,6.5,V,BD,I,,r1,2/6/2024,2024
N12,556,N12_556,N12_555,CRHO,R2,Prior,480,51,5.6,V,BD,I,,r1,2/6/2024,2024
N12,557,N12_557,N12_557,CRHO,,Prior,500,187,6.5,M,-999,,Dq,dq,2/6/2024,2024
N13,472,N13_472,N13_472,TEST,,Prior,170,15,7.9,V,DO,,,es TS,2/6/2024,2024
N13,473,N13_473,N13_473,TEST,,Prior,245,30,8.5,V,DO,,,es TS,2/6/2024,2024
N13,474,N13_474,N13_474,-999,,Prior,263,55,8,M,-999,,,degradado,2/6/2024,2024
N13,475,N13_475,N13_475,CAPA,,Prior,370,380,6.9,V,IN,I,,es Tiaca,2/6/2024,2024
N13,476,N13_476,N13_476,SACO,,Prior,360,442,7.6,M,BD,r,,,2/6/2024,2024
N14,451,N14_451,N14_451,CAPA,,Prior,30,415,5.6,M,-999,,C,log,2/6/2024,2024
N14,452,N14_452,N14_452,CAPA,,Prior,100,436,8.5,M,-999,,Dq,dq,2/6/2024,2024
N14,454,N14_454,N14_454,SACO,,Prior,30,160,8.8,V,CD,I,,,2/6/2024,2024
N14,455,N14_455,N14_455,TEST,,Prior,160,210,6.4,V,IN,A,,,2/6/2024,2024
N14,456,N14_456,N14_456,TEST,,Prior,30,70,30.4,V,BD,r,,con musgo,2/6/2024,2024
N14,457,N14_457,N14_457,TEST,,Prior,106,96,9.3,V,CD,,,,2/6/2024,2024
N14,458,N14_458,N14_458,SACO,,Prior,161,50,9.2,V,CD,I,,,2/6/2024,2024
N14,459,N14_459,N14_459,SACO,,Prior,227,59,9,V,CD,,,,2/6/2024,2024
N14,462,N14_462,N14_462,TEST,,Prior,350,92,8.6,V,CD,I,,,2/6/2024,2024
N14,463,N14_463,N14_463,DRWI,,Prior,398,142,6.8,V,CD,,,,2/6/2024,2024
N14,464,N14_464,N14_464,SACO,,Prior,472,126,6.1,V,CD,,,,2/6/2024,2024
N14,466,N14_466,N14_466,TEST,,Prior,390,318,7.6,V,CD,,,,2/6/2024,2024
N14,467,N14_467,N14_467,TEST,,Prior,467,490,7.6,V,IN,,,ES TS,2/6/2024,2024
N15,2352,N15_2352,N15_2352,TEST,,Prior,300,380,25,V,DO,I,,cambió chapa a 2352,2/6/2024,2024
N15,531,N15_531,N15_531,SACO,,Prior,136,476,9.3,V,CD,,,dap sobre monticulo,2/6/2024,2024
N15,532,N15_532,N15_532,SACO,,Prior,113,390,7.4,V,CD,,,dap sobre monticulo,2/6/2024,2024
N15,533,N15_533,N15_533,TEST,,Prior,120,234,7.2,V,EM,,,dap sobre monticulo,2/6/2024,2024
N15,536,N15_536,N15_536,SACO,,Prior,262,294,7.3,V,CD,I,,,2/6/2024,2024
N15,537,N15_537,N15_537,SACO,,Prior,289,291,11.5,V,DO,I,,,2/6/2024,2024
N15,538,N15_538,N15_538,TEST,,Prior,210,170,9.3,V,CD,I,,,2/6/2024,2024
N15,539,N15_539,N15_539,SACO,,Prior,270,210,7.6,V,CD,,,,2/6/2024,2024
N15,540,N15_540,N15_540,GEAV,,Prior,499,66,6,V,CD,I,,,2/6/2024,2024
N15,541,N15_541,N15_541,-999,,Prior,480,300,-999,M,-999,,,,2/6/2024,2024
N15,542,N15_542,N15_542,TEST,,Prior,390,400,23.7,V,CD,r,,con musgo,2/6/2024,2024
N16,133,N16_133,N16_133,TEST,,Prior,50,333,6.4,M,-999,,Dq,DQ,2/6/2024,2024
N16,134,N16_134,N16_134,TEST,,Prior,38,250,10,V,CD,,,,2/6/2024,2024
N16,135,N16_135,N16_135,TEST,R1,Prior,140,220,10,V,CD,b,,dap lineal,2/6/2024,2024
N16,137,N16_137,N16_137,CAPA,,Prior,290,140,11.1,M,-999,,Dq,DQ,2/6/2024,2024
N16,138,N16_138,N16_138,TEST,,Prior,360,420,6.2,V,IN,,,,2/6/2024,2024
N16,139,N16_139,N16_139,-999,,Prior,340,240,4.5,M,-999,,C,LOG,2/6/2024,2024
N16,2384,N16_2384,N16_2384,TEST,,Prior,98,210,18.9,V,CD,I,,cambió chapa a 2384,2/6/2024,2024
N17,169,N17_169,N17_169,TEST,,Prior,413,28,10.5,V,CD,I,,,2/6/2024,2024
N17,170,N17_170,N17_170,TEST,,Prior,369,260,6.3,V,BD,I,,,2/6/2024,2024
N17,172,N17_172,N17_172,CAPA,,Prior,177,434,6.3,V,BD,I,,,2/6/2024,2024
N17,173,N17_173,N17_173,CAPA,,Prior,184,483,6.1,V,BD,I,,,2/6/2024,2024
N18,484,N18_484,N18_484,CAPA,,Prior,500,417,-999,A,-999,-999,,No encontrado,2/6/2024,2024
N18,485,N18_485,N18_485,CAPA,,Prior,462,440,9.4,V,BD,r,,,2/6/2024,2024
N18,486,N18_486,N18_486,TEST,,Prior,146,23,17.5,V,IN,I,,con musgo,2/6/2024,2024
N19,478,N19_478,N19_478,TEST,,Prior,60,303,33.5,V,CD,T,,,2/6/2024,2024
N19,479,N19_479,N19_479,LAPH,,Prior,54,281,7.4,V,IN,,,,2/6/2024,2024
N19,480,N19_480,N19_480,TEST,,Prior,126,322,14.8,V,IN,A,,,2/6/2024,2024
N19,481,N19_481,N19_481,NONI,,Prior,120,175,72.3,M,CD,,Dq,,2/6/2024,2024
N19,482,N19_482,N19_482,CAPA,,Prior,169,322,8,V,IN,,,,2/6/2024,2024
N19,483,N19_483,N19_483,TEST,,Prior,352,270,6.4,V,CD,I,,es ts,2/6/2024,2024
N19,495,N19_495,N19_495,-999,,Prior,208,143,-999,M,-999,,,,2/6/2024,2024
N20,113,N20_113,N20_113,TEST,,Prior,480,262,-999,A,-999,-999,,No encontrado,2/6/2024,2024
N20,2380,N20_2380,N20_2380,TEST,,Prior,436,328,26.5,V,CD,I,,cambió chapa a 2380,2/6/2024,2024
N20,415,N20_415,N20_415,NONI,,Prior,26,500,61.3,M,-999,,Dq,,2/6/2024,2024
N20,416,N20_416,N20_416,TEST,,Prior,216,450,-999,A,-999,-999,,No encontrado,2/6/2024,2024
N20,417,N20_417,N20_417,TEST,,Prior,270,450,9.7,V,BD,I,,,2/6/2024,2024
N20,418,N20_418,N20_418,TEST,,Prior,338,360,7.7,V,BD,I,,es ts,2/6/2024,2024
N20,419,N20_419,N20_419,CRHO,,Prior,348,358,-999,M,-999,,C,log,2/6/2024,2024
N20,420,N20_420,N20_420,NONI,,Prior,319,379,66,M,-999,,Dq,dap sin musgo,2/6/2024,2024
N20,421,N20_421,N20_421,CRHO,,Prior,213,270,7.4,V,BD,A,,,2/6/2024,2024
N20,422,N20_422,N20_422,-999,,Prior,105,359,-999,A,-999,-999,,no encontrado posiblemente log,2/6/2024,2024
N20,423,N20_423,N20_423,CAPA,,Prior,125,351,-999,A,-999,-999,,no encontrado posiblemente log,2/6/2024,2024
N20,424,N20_424,N20_424,SACO,,Prior,111,262,6.5,V,CD,,,,2/6/2024,2024
N20,425,N20_425,N20_425,CAPA,,Prior,137,212,5.7,V,IN,I,,,2/6/2024,2024
N20,426,N20_426,N20_426,CRHO,,Prior,355,226,-999,A,-999,-999,,no encontrado posiblemente log,2/6/2024,2024
O01,889,O01_889,O01_889,NONI,,Prior,20,160,47.7,V,EM,,,placa hacia abajo,2/7/2024,2024
O01,890,O01_890,O01_890,DRWI,,Prior,270,35,32.8,V,CD,,,,2/7/2024,2024
O01,891,O01_891,O01_891,NONI,,Prior,450,500,27,V,DO,,,,2/7/2024,2024
O01,892,O01_892,O01_892,DRWI,,Prior,395,480,13.1,M,CD,,,,2/7/2024,2024
O01,893,O01_893,O01_893,NONI,,Prior,330,500,19.9,V,DO,,,,2/7/2024,2024
O01,894,O01_894,O01_894,TEST,,Prior,125,500,-999,A,-999,-999,De,árboles sobre parcela (no encontrado),2/7/2024,2024
O01,895,O01_895,O01_895,TEST,,Prior,67,490,-999,A,-999,-999,De,árboles sobre parcela (no encontrado),2/7/2024,2024
O01,896,O01_896,O01_896,-999,,Prior,30,475,6.7,M,-999,,,con ramas,2/7/2024,2024
O02,1448,O02_1448,O02_1448,TEST,,Prior,40,160,14.5,V,IN,I,,,2/7/2024,2024
O02,1449,O02_1449,O02_1449,TEST,,Prior,70,140,19,V,CD,I,,,2/7/2024,2024
O02,1546,O02_1546,O02_1546,TEST,,Prior,10,460,11.4,V,IN,I,,,2/7/2024,2024
O02,1547,O02_1547,O02_1547,TEST,,Prior,90,360,7.3,V,IN,I,,,2/7/2024,2024
O02,1548,O02_1548,O02_1548,TEST,,Prior,90,310,20.5,V,CD,I,,,2/7/2024,2024
O02,1549,O02_1549,O02_1549,TEST,,Prior,70,290,12.2,V,CD,I,,,2/7/2024,2024
O02,1550,O02_1550,O02_1550,TEST,,Prior,60,250,10.2,V,IN,I,,,2/7/2024,2024
O02,1551,O02_1551,O02_1551,TEST,,Prior,0,250,-999,M,-999,,,,2/7/2024,2024
O02,1552,O02_1552,O02_1552,TEST,,Prior,10,200,11.4,V,CD,Z,,,2/7/2024,2024
O02,1553,O02_1553,O02_1553,TEST,,Prior,230,500,7,V,IN,I,,,2/7/2024,2024
O02,1554,O02_1554,O02_1554,TEST,,Prior,190,450,11,V,CD,I,,,2/7/2024,2024
O02,1555,O02_1555,O02_1555,TEST,,Prior,280,360,13,M,-999,,,placa por debajo,2/7/2024,2024
O02,1556,O02_1556,O02_1556,TEST,,Prior,410,490,8,V,CD,,,,2/7/2024,2024
O02,1557,O02_1557,O02_1557,TEST,,Prior,430,500,6.7,V,CD,,,,2/7/2024,2024
O02,1558,O02_1558,O02_1558,TEST,,Prior,440,490,7.3,V,CD,,,,2/7/2024,2024
O02,1559,O02_1559,O02_1559,TEST,,Prior,360,340,11.1,V,CD,I,,,2/7/2024,2024
O02,1560,O02_1560,O02_1560,TEST,,Prior,430,380,11,V,BD,r,,es tepu,2/7/2024,2024
O02,1561,O02_1561,O02_1561,TEST,,Prior,500,360,11.4,V,BD,r,,,2/7/2024,2024
O02,1563,O02_1563,O02_1563,TEST,,Prior,450,430,7.2,V,BD,Z,,,2/7/2024,2024
O02,183,O02_183,O02_183,TEST,,Prior,300,40,5,M,BD,,C,caído,2/7/2024,2024
O02,278,O02_278,O02_278,TEST,,Prior,0,170,5.6,V,BD,r,,horizontal,2/7/2024,2024
O02,497,O02_497,O02_497,TEST,,Prior,200,70,13.8,V,CD,,,,2/7/2024,2024
O02,498,O02_498,O02_498,TEST,R1,Prior,200,200,9.5,V,IN,,,,2/7/2024,2024
O02,500,O02_500,O02_500,TEST,,Prior,210,80,10.5,V,CD,Z,,,2/7/2024,2024
O02,524,O02_524,O02_524,DRWI,,Prior,370,280,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O02,602,O02_602,O02_602,NONI,,Prior,470,85,29.9,V,EM,,,,2/7/2024,2024
O03,1312,O03_1312,O03_1312,TEST,,Prior,0,70,6.5,V,CD,,,,2/7/2024,2024
O03,1313,O03_1313,O03_1313,TEST,,Prior,172,70,6.5,V,CD,Z,,,2/7/2024,2024
O03,1314,O03_1314,O03_1314,TEST,,Prior,182,0,6.2,V,CD,,Dq,dq,2/7/2024,2024
O03,1315,O03_1315,O03_1315,TEST,,Prior,0,190,11.1,V,CD,,,se midió con otro árbol,2/7/2024,2024
O03,1316,O03_1316,O03_1316,TEST,,Prior,0,210,6.6,V,CD,,,con liana,2/7/2024,2024
O03,1317,O03_1317,O03_1317,TEST,,Prior,212,70,6.5,V,CD,,,,2/7/2024,2024
O03,1318,O03_1318,O03_1318,TEST,,Prior,212,125,7,V,CD,,,,2/7/2024,2024
O03,1319,O03_1319,O03_1319,TEST,,Prior,192,150,6.3,V,CD,,,,2/7/2024,2024
O03,1320,O03_1320,O03_1320,TEST,,Prior,172,170,7,V,CD,,,,2/7/2024,2024
O03,1321,O03_1321,O03_1321,TEST,,Prior,55,335,6.1,V,DO,,,,2/7/2024,2024
O03,1322,O03_1322,O03_1322,TEST,,Prior,256,0,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O03,1323,O03_1323,O03_1323,TEST,,Prior,350,10,9,V,IN,I,,,2/7/2024,2024
O03,1324,O03_1324,O03_1324,TEST,,Prior,350,25,11,V,CD,I,,dap lineal,2/7/2024,2024
O03,1325,O03_1325,O03_1325,TEST,,Prior,405,330,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O03,1326,O03_1326,O03_1326,TEST,,Prior,475,400,15.2,V,IN,,,mucha liana,2/7/2024,2024
O03,1327,O03_1327,O03_1327,TEST,,Prior,485,480,17,V,IN,I,,con musgo,2/7/2024,2024
O04,1281,O04_1281,O04_1281,TEST,,Prior,50,150,16.1,V,IN,,,placa en hueco,2/7/2024,2024
O04,1283,O04_1283,O04_1283,TEST,,Prior,360,360,7.5,V,IN,I,,,2/7/2024,2024
O04,1284,O04_1284,O04_1284,TEST,,Prior,330,330,6,V,CD,,,,2/7/2024,2024
O04,1285,O04_1285,O04_1285,TEST,,Prior,310,320,7.3,V,CD,,,,2/7/2024,2024
O04,1286,O04_1286,O04_1286,TEST,,Prior,50,430,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O04,1287,O04_1287,O04_1287,TEST,,Prior,50,460,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O04,1289,O04_1289,O04_1289,TEST,,Prior,20,420,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O05,984,O05_984,O05_984,TEST,,Prior,100,300,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O05,985,O05_985,O05_985,TEST,,Prior,50,310,21,V,CD,I,,pegado a 986,2/7/2024,2024
O05,986,O05_986,O05_986,TEST,,Prior,60,320,15.7,V,CD,I,,,2/7/2024,2024
O05,987,O05_987,O05_987,TEST,,Prior,320,430,16,V,CD,Z,,,2/7/2024,2024
O05,988,O05_988,O05_988,TEST,,Prior,290,370,8,V,CD,,,,2/7/2024,2024
O05,989,O05_989,O05_989,TEST,,Prior,200,290,5.2,V,CD,Z,,,2/7/2024,2024
O05,990,O05_990,O05_990,TEST,,Prior,160,240,9.7,V,CD,,,,2/7/2024,2024
O05,991,O05_991,O05_991,TEST,,Prior,190,270,5.9,V,CD,I,,,2/7/2024,2024
O05,992,O05_992,O05_992,TEST,,Prior,460,380,7.5,V,CD,r,,con liana,2/7/2024,2024
O05,997,O05_997,O05_997,TEST,,Prior,490,437,8.7,V,CD,,,es tepu,2/7/2024,2024
O06,896,O06_896,O06_896,TEST,,Prior,20,130,17.5,V,CD,I,,,2/7/2024,2024
O06,897,O06_897,O06_897,TEST,,Prior,300,40,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O06,898,O06_898,O06_898,TEST,,Prior,440,100,9.2,V,CD,,,,2/7/2024,2024
O06,899,O06_899,O06_899,TEST,,Prior,400,70,9.3,V,CD,,,,2/7/2024,2024
O07,249,O07_249,O07_249,TEST,,Prior,330,420,8.3,V,BD,Z,,,2/7/2024,2024
O07,250,O07_250,O07_250,TEST,,Prior,470,230,6,V,BD,I,,,2/7/2024,2024
O07,251,O07_251,O07_251,TEST,,Prior,500,310,5.2,V,BD,I,,,2/7/2024,2024
O07,252,O07_252,O07_252,TEST,,Prior,430,230,6.2,M,-999,,,,2/7/2024,2024
O07,253,O07_253,O07_253,TEST,,Prior,270,210,22,V,BD,I,,,2/7/2024,2024
O07,254,O07_254,O07_254,TEST,,Prior,170,380,10.4,M,BD,,,,2/7/2024,2024
O07,255,O07_255,O07_255,TEST,,Prior,170,390,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O07,256,O07_256,O07_256,TEST,,Prior,80,460,6.2,V,CD,Z,,,2/7/2024,2024
O07,257,O07_257,O07_257,TEST,,Prior,60,100,10.3,V,CD,,,,2/7/2024,2024
O07,259,O07_259,O07_259,TEST,R1,Prior,30,120,11,V,CD,,,mismo q 260 (base) R1,2/7/2024,2024
O07,260,O07_260,O07_259,TEST,R1,Prior,40,130,7.2,V,IN,,,R1,2/7/2024,2024
O07,261,O07_261,O07_261,TEST,,Prior,50,300,13.2,V,CD,,,,2/7/2024,2024
O07,262,O07_262,O07_262,TEST,,Prior,0,238,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O07,263,O07_263,O07_263,TEST,,Prior,360,25,35,V,BD,I,,,2/7/2024,2024
O07,264,O07_264,O07_264,TEST,,Prior,250,300,10.5,V,BD,I,,,2/7/2024,2024
O07,265,O07_265,O07_265,TEST,,Prior,260,180,7.5,V,BD,I,,,2/7/2024,2024
O07,266,O07_266,O07_266,TEST,,Prior,270,260,12,V,BD,I,,dap lineal,2/7/2024,2024
O07,267,O07_267,O07_267,TEST,,Prior,280,280,15,V,CD,I,,dap lineal,2/7/2024,2024
O07,2994,O07_2994,O07_2994,TEST,,Prior,20,80,15.1,V,CD,,,nueva placa 2994,2/7/2024,2024
O08,474,O08_474,O08_475,TEST,R1,Prior,123,452,7.4,V,CD,I,,R1,2/7/2024,2024
O08,475,O08_475,O08_475,TEST,R1,Prior,115,164,7.6,V,DO,,,R1,2/7/2024,2024
O08,476,O08_476,O08_476,TEST,,Prior,423,343,10.4,V,BD,Z,,,2/7/2024,2024
O09,188,O09_188,O09_188,TEST,R1,Prior,165,500,13.5,V,CD,I,,R1,2/7/2024,2024
O09,189,O09_189,O09_188,TEST,R1,Prior,185,495,8.4,V,CD,,,R1,2/7/2024,2024
O09,194,O09_194,O09_194,TEST,,Prior,80,450,21,V,BD,I,,,2/7/2024,2024
O09,196,O09_196,O09_196,PONU,,Prior,70,380,8,V,BD,,,,2/7/2024,2024
O09,197,O09_197,O09_198,TEST,R2,Prior,245,490,19,V,CD,,,r2,2/7/2024,2024
O09,198,O09_198,O09_198,TEST,R2,Prior,220,500,25.3,V,CD,,,r2,2/7/2024,2024
O09,199,O09_199,O09_199,-999,,Prior,185,330,9.9,M,-999,,Dq,dq,2/7/2024,2024
O09,200,O09_200,O09_200,TEST,,Prior,400,400,23,V,CD,I,,,2/7/2024,2024
O09,201,O09_201,O09_201,TEST,,Prior,390,60,25.5,V,CD,Z,,con liana,2/7/2024,2024
O09,202,O09_202,O09_203,TEST,R3,Prior,310,100,6.9,V,BD,I,,r3,2/7/2024,2024
O09,203,O09_203,O09_203,TEST,R3,Prior,290,70,15.1,V,BD,r,,r3,2/7/2024,2024
O09,204,O09_204,O09_203,TEST,R3,Prior,240,60,14.1,M,BD,r,,r3,2/7/2024,2024
O09,205,O09_205,O09_203,TEST,R3,Prior,270,100,7.2,V,CD,Z,,r3,2/7/2024,2024
O09,206,O09_206,O09_206,TEST,,Prior,270,170,-999,A,-999,-999,,no encontrado,2/7/2024,2024
O09,207,O09_207,O09_207,TEST,,Prior,150,350,-999,A,-999,-999,,no encontrado,2/7/2024,2024
O10,874,O10_874,O10_874,TEST,,Prior,470,25,-999,M,-999,,,,2/7/2024,2024
O10,876,O10_876,O10_876,TEST,,Prior,467.5,327,10.3,M,-999,I,,,2/7/2024,2024
O10,877,O10_877,O10_877,TEST,,Prior,397,327,10.8,M,-999,,,,2/7/2024,2024
O10,878,O10_878,O10_878,-999,,Prior,360,262,5.3,M,-999,I,,,2/7/2024,2024
O10,879,O10_879,O10_879,-999,,Prior,352,487.5,6.3,M,-999,,,,2/7/2024,2024
O10,880,O10_880,O10_880,-999,,Prior,293,404,5.8,M,-999,,,,2/7/2024,2024
O10,881,O10_881,O10_881,CRHO,,Prior,41,470,6,V,CD,I,,,2/7/2024,2024
O10,882,O10_882,O10_882,TEST,,Prior,0,390,7.6,V,DO,I,,,2/7/2024,2024
O10,883,O10_883,O10_883,TEST,,Prior,44,417,20,V,CD,,,dap con liana,2/7/2024,2024
O10,884,O10_884,O10_884,TEST,,Prior,80,456,16.2,V,CD,,,,2/7/2024,2024
O10,885,O10_885,O10_885,TEST,,Prior,110,394,9.3,V,DO,,,,2/7/2024,2024
O10,886,O10_886,O10_886,CRHO,,Prior,121,374,9.3,M,-999,,,,2/7/2024,2024
O10,887,O10_887,O10_887,TEST,,Prior,136,394,7.5,M,-999,,,,2/7/2024,2024
O10,888,O10_888,O10_888,-999,,Prior,90,250,-999,A,-999,-999,,no encontrado,2/7/2024,2024
O10,889,O10_889,O10_889,TEST,,Prior,153,164,17,V,BD,Z,,,2/7/2024,2024
O10,890,O10_890,O10_890,TEST,,Prior,196,184,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O10,891,O10_891,O10_891,CRHO,,Prior,170,270,5.2,M,-999,,,,2/7/2024,2024
O10,892,O10_892,O10_892,TEST,,Prior,264,281,17.5,V,BD,,,,2/7/2024,2024
O10,893,O10_893,O10_893,TEST,,Prior,243,255,15,V,BD,I,,,2/7/2024,2024
O10,894,O10_894,O10_894,TEST,,Prior,278,287,12.8,V,BD,I,,,2/7/2024,2024
O10,895,O10_895,O10_895,TEST,,Prior,230,197,-999,M,-999,,,,2/7/2024,2024
O10,896,O10_896,O10_896,TEST,,Prior,230,207,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O10,897,O10_897,O10_897,TEST,,Prior,189,40.5,15.4,V,CD,,,,2/7/2024,2024
O10,898,O10_898,O10_898,TEST,,Prior,150,64,10,M,BD,I,,,2/7/2024,2024
O10,899,O10_899,O10_899,TEST,,Prior,150,8,16.8,E,IN,I,,,2/7/2024,2024
O11,714,O11_714,O11_714,TEST,,Prior,20,195,9.4,V,CD,I,,,2/7/2024,2024
O11,715,O11_715,O11_717,TEST,R1,Prior,0,240,7.5,V,CD,I,,r1,2/7/2024,2024
O11,716,O11_716,O11_717,TEST,R1,Prior,80,220,7,V,CD,I,,r1,2/7/2024,2024
O11,717,O11_717,O11_717,TEST,R1,Prior,30,230,10,V,CD,I,,r1,2/7/2024,2024
O11,719,O11_719,O11_717,TEST,R1,Prior,26,240,8.3,V,CD,I,,r1,2/7/2024,2024
O11,720,O11_720,O11_720,CRHO,,Prior,60,163,7.4,V,IN,I,,,2/7/2024,2024
O11,721,O11_721,O11_721,TEST,,Prior,164,25,18.8,V,DO,T,,,2/7/2024,2024
O11,722,O11_722,O11_722,TEST,,Prior,174,15,12,V,IN,I,,condición dudosa,2/7/2024,2024
O11,723,O11_723,O11_723,TEST,,Prior,210,50,14,V,CD,,,,2/7/2024,2024
O11,724,O11_724,O11_724,TEST,,Prior,210,90,10.5,V,CD,I,,,2/7/2024,2024
O11,725,O11_725,O11_725,TEST,,Prior,190,160,11,M,-999,,,,2/7/2024,2024
O11,726,O11_726,O11_726,TEST,,Prior,400,110,13,M,-999,,,,2/7/2024,2024
O11,727,O11_727,O11_727,TEST,,Prior,450,110,5.8,M,-999,,Dq,quebrado,2/7/2024,2024
O11,728,O11_728,O11_728,CRHO,,Prior,480,160,8.1,V,IN,I,,,2/7/2024,2024
O11,729,O11_729,O11_729,CRHO,,Prior,480,140,5,M,-999,,,,2/7/2024,2024
O11,730,O11_730,O11_730,TEST,,Prior,430,290,16,V,DO,I,,,2/7/2024,2024
O11,731,O11_731,O11_731,TEST,,Prior,420,310,14,V,CD,I,,,2/7/2024,2024
O11,732,O11_732,O11_732,SACO,R2,Prior,410,340,13,V,CD,,,r2,2/7/2024,2024
O11,733,O11_733,O11_732,SACO,R2,Prior,390,450,-999,A,-999,-999,,no encontrado,2/7/2024,2024
O11,734,O11_734,O11_732,SACO,R2,Prior,420,470,7.8,V,IN,Z,,r2,2/7/2024,2024
O11,735,O11_735,O11_732,SACO,R2,Prior,500,430,14.8,V,DO,I,,r2,2/7/2024,2024
O11,736,O11_736,O11_732,SACO,R2,Prior,430,440,-999,A,-999,-999,,no encontrado,2/7/2024,2024
O11,737,O11_737,O11_732,SACO,R2,Prior,310,390,6.9,V,IN,I,,r2,2/7/2024,2024
O11,738,O11_738,O11_732,SACO,R2,Prior,377,430,-999,A,-999,-999,,no encontrado,2/7/2024,2024
O12,559,O12_559,O12_559,CRHO,,Prior,5,270,6.4,M,-999,I,,,2/7/2024,2024
O12,560,O12_560,O12_560,CRHO,,Prior,31,200,7.5,M,-999,A,,,2/7/2024,2024
O12,561,O12_561,O12_561,CRHO,,Prior,59,170,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O12,562,O12_562,O12_562,CRHO,,Prior,110,221,7.5,V,CD,,,,2/7/2024,2024
O12,564,O12_564,O12_564,CRHO,R1,Prior,141,162,6.9,V,CD,Z,,,2/7/2024,2024
O12,565,O12_565,O12_565,CRHO,,Prior,94,78,7.4,V,CD,,,,2/7/2024,2024
O12,566,O12_566,O12_566,-999,,Prior,136,35,16.5,M,-999,,,,2/7/2024,2024
O12,567,O12_567,O12_567,CRHO,,Prior,160,32,6.7,M,-999,,,,2/7/2024,2024
O12,568,O12_568,O12_568,CRHO,,Prior,183,85,7,M,-999,,,,2/7/2024,2024
O12,569,O12_569,O12_569,-999,,Prior,340,88,-999,M,-999,,,se sacó placa,2/7/2024,2024
O12,570,O12_570,O12_570,CAPA,,Prior,166.5,315,7.9,V,CD,,,,2/7/2024,2024
O12,571,O12_571,O12_571,TEST,,Prior,380,320,26.6,V,IN,r,,,2/7/2024,2024
O12,572,O12_572,O12_572,TEST,,Prior,340,380,7.3,V,CD,,,,2/7/2024,2024
O12,573,O12_573,O12_573,TEST,,Prior,376,348,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O13,477,O13_477,O13_477,NONI,,Prior,20,20,49.1,M,EM,,Sh,sin hojas,2/7/2024,2024
O13,478,O13_478,O13_478,TEST,,Prior,25,60,7.3,V,CD,,,,2/7/2024,2024
O13,479,O13_479,O13_479,TEST,,Prior,235,20,7.7,V,CD,,,,2/7/2024,2024
O13,480,O13_480,O13_480,TEST,,Prior,260,15,8.8,V,CD,,,,2/7/2024,2024
O13,481,O13_481,O13_481,TEST,,Prior,330,15,7.1,V,CD,,,,2/7/2024,2024
O13,482,O13_482,O13_482,TEST,,Prior,345,78,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O13,483,O13_483,O13_485,TEST,R1,Prior,180,340,6.9,V,CD,,,,2/7/2024,2024
O13,484,O13_484,O13_484,TEST,,Prior,220,400,7.3,V,CD,,,,2/7/2024,2024
O13,485,O13_485,O13_485,TEST,R1,Prior,184,328,7.4,V,CD,,,,2/7/2024,2024
O13,486,O13_486,O13_486,TEST,,Prior,226,390,10.5,V,CD,,,,2/7/2024,2024
O13,487,O13_487,O13_487,TEST,,Prior,300,388,10,V,CD,,,,2/7/2024,2024
O13,488,O13_488,O13_488,SACO,,Prior,430,280,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O14,469,O14_469,O14_469,GEAV,,Prior,40,418,8,V,CD,,,,2/7/2024,2024
O14,470,O14_470,O14_470,DRWI,,Prior,15,103,9.9,V,CD,I,,,2/7/2024,2024
O14,471,O14_471,O14_471,-999,,Prior,322,290,-999,M,-999,,,,2/7/2024,2024
O14,472,O14_472,O14_472,TEST,,Prior,322,212,5.5,M,-999,,,placa suelta,2/7/2024,2024
O14,474,O14_474,O14_474,DRWI,,Prior,275,256,10.7,M,-999,,,,2/7/2024,2024
O14,475,O14_475,O14_475,GEAV,,Prior,275,185,7,V,CD,,,,2/7/2024,2024
O14,476,O14_476,O14_476,TEST,,Prior,376,153,-999,A,-999,-999,,No encontrado,2/7/2024,2024
O14,478,O14_478,O14_478,CAPA,,Prior,472,270,7,V,IN,Z,,,2/7/2024,2024
O14,480,O14_480,O14_480,TEST,,Prior,236,285,28,V,CD,Z,,dap lineal,2/7/2024,2024
O14,481,O14_481,O14_481,CAPA,,Prior,276,285,6.3,M,-999,,,,2/7/2024,2024
